title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorusHit,sections,hit
"Keep Their Heads Ringin' (From ""Friday"")",Compton's Most Dangerous MC,7,0.78,0.383,9,-16.246,0,0.0697,0.0087,0.135,0.103,0.101,91.03,295000,4,33.54428,9,1
Love Me Like You Mean It,Kelsea Ballerini,76,0.645,0.84,4,-5.894,1,0.0518,0.0452,0,0.327,0.805,151.94,200027,4,25.14013,9,1
Did My Time,Korn,73,0.544,0.874,1,-3.891,1,0.0475,6.05E-05,0.00229,0.353,0.25,93.027,244493,4,21.39312,13,1
Take Back Home Girl (feat. Tori Kelly),Chris Lane,65,0.488,0.783,11,-3.967,1,0.0725,0.356,0,0.0921,0.664,159.924,212080,4,35.8363,7,1
Don’t Bother Me,Soul Asylum,57,0.555,0.875,5,-4.677,1,0.0422,0.0981,0,0.0957,0.877,133.047,208387,4,31.18051,11,1
Tonight,Def Leppard,69,0.477,0.607,2,-8.768,1,0.0262,0.0816,5.21E-06,0.113,0.534,176.09,243321,4,21.8035,11,1
Right Hand,Drake,97,0.901,0.292,2,-7.74,1,0.289,0.0978,0,0.0816,0.338,100.54,190595,4,21.8035,11,1
Beautiful Trauma,P!nk,81,0.412,0.619,7,-6.39,1,0.0725,0.0868,2.55E-06,0.4,0.234,95.977,250053,4,35.72469,13,1
"Hey Look Ma, I Made It",Panic! At The Disco,87,0.577,0.833,5,-3.337,1,0.0695,0.0137,0,0.121,0.58,107.936,169667,4,35.72469,13,1
Sit Next to Me,Foster The People,75,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,4,75.09713,7,1
With You,Lila McCann,30,0.644,0.785,4,-6.118,1,0.0294,0.0281,1.19E-06,0.0996,0.628,127.9,212360,4,31.19764,12,1
Love Me For Life,Stevie B,49,0.592,0.321,6,-13.953,1,0.0265,0.454,1.06E-05,0.0975,0.117,115.296,317200,4,20.51559,16,1
Lot Of Leavin' Left To Do,Dierks Bentley,71,0.578,0.878,11,-3.434,1,0.0287,0.00112,0.0146,0.6,0.693,118.029,272627,4,37.96381,11,1
Tough Little Boys,Gary Allan,59,0.542,0.397,2,-8.571,1,0.0251,0.685,0.000142,0.143,0.239,84.221,237333,4,35.7677,11,1
"2 Step (feat. T-Pain, Jim Jones & E-40)",Unk,47,0.721,0.72,9,-6.145,0,0.192,0.0564,0,0.173,0.643,76.976,322933,4,28.7121,14,1
Come To My Window,Melissa Etheridge,53,0.512,0.636,7,-9.602,1,0.0262,0.08,0.000106,0.088,0.499,97.257,236000,4,57.47528,9,1
You Used To Love Me,Faith Evans,66,0.702,0.458,0,-8.195,1,0.035,0.247,1.64E-06,0.126,0.678,89.271,269173,4,31.86601,12,1
Forgive,Rebecca Lynn Howard,24,0.617,0.479,7,-5.635,1,0.0296,0.0364,0,0.1,0.191,134.303,238560,4,34.77363,13,1
Shelter Me,Cinderella,56,0.612,0.943,7,-4.112,1,0.0318,0.0387,0.048,0.191,0.908,125.96,286800,4,26.05057,13,1
Southern Comfort Zone,Brad Paisley,69,0.431,0.876,4,-6.109,1,0.0658,0.0771,1.81E-05,0.0998,0.519,160,316987,4,27.31914,16,1
Peaches,The Presidents Of The United States Of America,60,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,171693,4,37.28005,7,1
Waiting For You,Seal,65,0.635,0.656,5,-5.04,0,0.0403,0.042,0,0.115,0.579,99.049,223493,4,20.57985,11,1
I Want You Back,The Jackson 5,71,0.639,0.543,8,-12.777,1,0.0303,0.492,1.29E-05,0.28,0.937,98.185,180840,4,33.20535,9,1
Hood Figga,Gorilla Zoe,54,0.814,0.713,1,-5.089,1,0.107,0.0162,0,0.123,0.145,174.264,200933,4,22.4175,10,1
DUELE EL CORAZON,Enrique Iglesias,78,0.724,0.904,8,-3.354,0,0.0966,0.0786,0,0.226,0.846,90.999,200813,4,30.29502,8,1
Weak,AJR,75,0.672,0.642,5,-4.552,1,0.0461,0.127,0,0.137,0.656,123.984,202194,4,31.03737,9,1
Tonight,Jonas Brothers,62,0.465,0.954,4,-4.536,1,0.0833,0.000532,2.79E-05,0.313,0.756,155.899,209707,4,37.82511,9,1
I don’t let go,XXXTENTACION,95,0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,121630,4,49.51453,8,1
41 Mosquitoes Flying In Formation,Tame Impala,76,0.521,0.839,7,-6.927,0,0.0511,0.431,0.027,0.115,0.412,128.052,258213,4,47.01175,11,1
This I Promise You,*NSYNC,71,0.55,0.587,2,-6.279,1,0.0329,0.354,0,0.128,0.466,165.975,284760,4,42.62033,13,1
Shape of My Heart,Backstreet Boys,80,0.575,0.786,9,-4.353,1,0.0296,0.252,0,0.159,0.518,96.102,230093,4,38.97111,9,1
Aerials,System Of A Down,78,0.364,0.922,0,-4.217,0,0.0566,0.000918,0.035,0.0696,0.227,79.342,235053,4,34.31224,7,1
Deep Inside of You - 2008 Version,Third Eye Blind,67,0.502,0.591,7,-4.522,1,0.0242,0.00585,1.90E-05,0.0725,0.169,81.782,250533,4,25.18826,11,1
Body on Me,Rita Ora,82,0.636,0.741,11,-5.436,0,0.041,0.0132,0,0.287,0.53,88.999,225218,4,45.86694,9,1
Everything Changes,Kathy Troccoli,33,0.749,0.874,6,-3.981,1,0.0332,0.0853,2.66E-06,0.0414,0.78,117.776,262200,4,20.56071,10,1
Bad and Boujee (feat. Lil Uzi Vert),Migos,86,0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076,343150,4,47.37726,18,1
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,81,0.523,0.782,2,-4.846,1,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,4,40.87805,11,1
Love of a Woman,Travis Tritt,63,0.324,0.574,7,-5.647,1,0.0292,0.239,0,0.143,0.335,74.101,217533,4,90.28882,8,1
Will You Marry Me?,Paula Abdul,55,0.623,0.7,11,-7.9,1,0.0575,0.422,3.12E-05,0.31,0.548,149.726,264867,3,48.26331,12,1
Pills N Potions,Nicki Minaj,91,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18E-06,0.0443,0.168,169.658,268000,4,28.35891,14,1
Beauty and the Beast,Ariana Grande,100,0.492,0.532,6,-7.035,1,0.027,0.134,0,0.101,0.267,81.306,227933,4,36.03668,9,1
Out Of Tears,The Rolling Stones,79,0.383,0.476,2,-7.008,1,0.0302,0.399,0.00139,0.131,0.15,142.603,327600,4,69.15188,10,1
Whipped,Jon Secada,58,0.637,0.875,10,-6.292,0,0.0646,0.0131,3.37E-06,0.0458,0.814,92.027,273200,4,57.70091,9,1
Run Away,Real McCoy,50,0.721,0.924,1,-8.282,1,0.0396,0.000683,0.00382,0.0817,0.694,130.947,244133,4,29.70752,12,1
Break Ya Neck,Busta Rhymes,73,0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,231240,4,36.35088,14,1
Graduation (Friends Forever),Vitamin C,42,0.583,0.637,0,-6.464,1,0.0459,0.00722,0.0419,0.177,0.315,80.004,340613,4,74.93726,10,1
No Mistakes,Patty Smyth,43,0.692,0.585,9,-9.01,1,0.0271,0.0384,1.16E-06,0.166,0.559,111.353,323427,4,27.6953,13,1
Through Glass,Stone Sour,69,0.545,0.753,3,-4.618,0,0.036,0.0417,0,0.389,0.434,105.754,282947,4,80.67491,7,1
Domino,Jessie J,74,0.757,0.547,7,-4.573,1,0.0355,0.0115,0,0.0445,0.793,126.977,231693,4,38.16009,8,1
So Far Away,Staind,66,0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697,243573,3,49.8949,8,1
Scary Monsters and Nice Sprites,Skrillex,81,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,243354,4,69.49224,8,1
Cover You In Kisses,John Michael Montgomery,59,0.687,0.559,6,-9.139,1,0.0234,0.0304,0,0.171,0.451,105.951,236667,4,39.52591,7,1
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,78,0.751,0.766,5,-3.594,1,0.0515,0.0174,8.07E-06,0.658,0.673,109.897,264847,4,46.25552,10,1
The Sound Of Silence,Disturbed,77,0.322,0.28,6,-9.367,0,0.0281,0.468,1.10E-06,0.102,0.175,85.794,248467,4,22.17371,13,1
B Girls,Young & Restless,10,0.615,0.497,7,-11.913,1,0.439,0.016,0,0.312,0.769,193.762,242107,3,14.56149,12,1
Why We Thugs,Ice Cube,73,0.683,0.59,1,-5.423,1,0.458,0.326,0,0.148,0.653,100.892,224107,4,39.17062,9,1
Love So Soft,Kelly Clarkson,76,0.808,0.581,11,-5.43,1,0.07,0.0053,1.19E-05,0.0828,0.758,130.012,172427,4,31.95099,6,1
Lights Down Low,MAX,72,0.623,0.493,5,-7.727,0,0.0338,0.0632,0,0.104,0.594,81.019,223847,4,47.87415,8,1
Crimson And Clover,Sf Spanish Fly,16,0.744,0.56,10,-10.408,0,0.0383,0.00265,0.333,0.0817,0.457,95.005,258960,4,31.32256,9,1
I Want You,Jody Watley,43,0.727,0.79,11,-6.804,0,0.0346,0.0242,0,0.0743,0.839,104.105,246000,4,69.54118,9,1
Say It Right - Main,Nelly Furtado,71,0.871,0.873,1,-6.234,1,0.13,0.0488,0.000747,0.0532,0.813,116.945,223080,4,59.67038,7,1
Got Me Waiting,Heavy D & The Boyz,48,0.757,0.302,11,-15.951,0,0.325,0.0184,4.15E-05,0.136,0.524,90.321,271467,4,40.55789,10,1
I Don't Ever Want to See You Again,Uncle Sam,31,0.607,0.497,11,-7.017,1,0.0374,0.38,0,0.0681,0.407,125.951,345133,3,22.18457,20,1
I Lived It,Blake Shelton,72,0.557,0.571,10,-8.106,1,0.0281,0.476,0.00114,0.101,0.392,80.981,219600,4,24.32422,12,1
Stir Fry,Migos,86,0.815,0.816,2,-5.474,1,0.269,0.00299,0,0.159,0.498,181.967,190288,4,22.08768,11,1
E.T.,Katy Perry,82,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,229573,4,33.7453,11,1
Take it On Back,Chase Bryant,57,0.558,0.814,2,-5.378,1,0.0645,0.0129,0,0.0666,0.672,157.959,246613,4,21.97425,12,1
Last Dayz,Onyx,53,0.707,0.61,10,-9.714,0,0.382,0.0209,2.11E-05,0.124,0.759,88.287,224253,4,21.96845,10,1
Faded,Alan Walker,84,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.20E-06,0.111,0.166,90.011,212627,4,33.14979,9,1
Uproar,Lil Wayne,89,0.743,0.87,1,-2.188,1,0.212,0.0595,0,0.299,0.884,99.075,194184,4,29.21098,10,1
Feel That Fire,Dierks Bentley,71,0.412,0.833,1,-3.865,1,0.0352,0.371,1.28E-05,0.208,0.669,179.846,201507,4,16.78433,11,1
"Music Sounds Better With You - 12"" Club Mix",Stardust,34,0.672,0.615,7,-5.609,1,0.344,0.00549,0.062,0.416,0.378,125.988,235747,4,37.88796,11,1
Born This Way,Lady Gaga,89,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253,4,28.04779,11,1
IDOL,BTS,88,0.734,0.855,9,-3.211,1,0.118,0.00481,0,0.123,0.422,126.035,222732,4,40.01822,10,1
Ice Ice Baby,Vanilla Ice,58,0.978,0.787,2,-2.79,1,0.0394,0.0023,4.60E-06,0.102,0.597,116.006,254467,4,17.57305,11,1
P.A.S.S.I.O.N.,Isaac Turner,0,0.956,0.606,4,-5.718,0,0.177,0.0496,0,0.0981,0.722,115.033,184696,4,33.93574,10,1
Make Love Like A Man,Def Leppard,69,0.389,0.916,2,-6.481,1,0.0513,0.0408,0,0.28,0.582,205.733,255624,4,43.76449,13,1
Jet Lag (feat. Young Scooter),Future,90,0.81,0.458,4,-7.495,0,0.105,0.266,0,0.174,0.493,125.049,271067,4,46.584,16,1
Dirty Laundry,Carrie Underwood,72,0.456,0.874,10,-4.129,0,0.114,0.0595,1.12E-05,0.111,0.5,200.179,204093,4,35.92185,8,1
Time After Time,INOJ,44,0.762,0.56,0,-8.705,1,0.0323,0.2,0.00635,0.101,0.423,131.734,249440,4,35.92185,8,1
Lost Boy,Ruth B.,69,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,275280,4,36.68583,15,1
Collard Greens,ScHoolboy Q,76,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94E-06,0.205,0.65,153.954,299960,4,50.71721,14,1
Part Of Me,Katy Perry,82,0.678,0.918,5,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028,216160,4,26.46808,12,1
Air Force Ones,Nelly,75,0.777,0.474,4,-10.211,0,0.316,0.087,0,0.089,0.63,164.123,304000,4,44.72265,12,1
No Such Thing,John Mayer,82,0.668,0.739,4,-4.919,1,0.0308,0.0383,0,0.13,0.571,131.918,231467,4,32.73319,9,1
You Think You Know Her,Cause & Effect,22,0.648,0.699,0,-11.729,1,0.0328,0.0183,0.111,0.343,0.753,122.964,283933,4,56.28709,10,1
Timeless (DJ SPINKING),A Boogie Wit da Hoodie,89,0.569,0.761,5,-6.071,0,0.475,0.261,6.71E-06,0.0748,0.325,180.122,184000,4,21.85723,12,1
Right Beside You,Sophie B. Hawkins,46,0.603,0.885,9,-6.986,0,0.0465,0.209,0.00296,0.0634,0.528,124.964,286667,4,16.96674,11,1
Your Everything,Keith Urban,73,0.549,0.54,9,-5.76,1,0.027,0.0399,0,0.0688,0.361,139.714,239360,4,42.80577,11,1
Backwoods,Justin Moore,64,0.497,0.932,8,-5.029,1,0.0527,0.0678,2.50E-06,0.116,0.774,157.884,155893,4,32.57092,8,1
Top of the World,Van Halen,72,0.546,0.785,9,-8.788,1,0.0297,0.0354,3.60E-06,0.0935,0.804,127.957,232867,4,44.24606,11,1
Home,Michael Bublé,79,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87E-05,0.112,0.349,127.631,225907,4,45.8372,9,1
Baby,Brandy,66,0.807,0.651,5,-6.714,0,0.0477,0.0236,6.65E-06,0.174,0.829,91.028,313293,4,32.50135,11,1
Help Somebody,Van Zant,31,0.499,0.659,7,-5.727,1,0.0323,0.00117,7.35E-06,0.128,0.411,158.112,253453,4,37.92077,10,1
Headlines,Drake,97,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4,63.62277,11,1
My Lovin' (You're Never Gonna Get It),En Vogue,58,0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31E-06,0.111,0.461,98.055,281613,4,49.1033,12,1
Say Amen (Saturday Night),Panic! At The Disco,87,0.491,0.867,6,-2.313,0,0.103,0.167,0,0.458,0.602,167.965,189187,4,60.97933,9,1
"break up with your girlfriend, i'm bored",Ariana Grande,100,0.726,0.545,5,-5.489,0,0.102,0.0378,0,0.108,0.348,169.991,190440,4,29.53046,9,1
Catch My Breath,Kelly Clarkson,76,0.692,0.908,9,-5.364,1,0.0677,0.0251,0,0.0933,0.513,124.042,250387,4,76.18224,6,1
Like I Love You,Justin Timberlake,81,0.853,0.811,6,-4.926,0,0.0646,0.0439,0.000304,0.0703,0.901,114.961,283627,4,57.36947,14,1
Fire and Flame,Týr,52,0.514,0.997,7,-4.297,1,0.121,1.18E-05,0.193,0.377,0.102,116.946,339413,4,25.55526,11,1
Upside Down,Jack Johnson,78,0.786,0.648,6,-8.317,0,0.0522,0.248,0.000156,0.138,0.652,102.399,208653,4,67.59724,9,1
Ghetto,Akon,79,0.594,0.649,8,-4.373,0,0.0497,0.0463,0,0.0888,0.739,187.331,235307,4,28.55731,13,1
sugar honey ice & tea,Bring Me The Horizon,80,0.431,0.914,0,-4.243,0,0.0616,0.000243,0.0096,0.502,0.534,147.108,261560,4,27.58713,10,1
Roll Out (My Business),Unwrapped,35,0.758,0.815,10,-8.055,0,0.0427,0.0288,0.781,0.0882,0.824,133.054,393133,4,29.3652,22,1
Crazy Bitch,Buckcherry,56,0.661,0.978,1,-3.064,0,0.107,0.0247,0,0.0856,0.592,98.019,204960,4,57.38064,6,1
Love You More,Ginuwine,67,0.661,0.422,8,-6.918,0,0.0282,0.0887,2.39E-06,0.164,0.428,117.007,241373,4,30.53396,13,1
Say Yes,Floetry,52,0.74,0.404,5,-12.947,0,0.0761,0.219,1.41E-06,0.128,0.427,117.887,268373,1,26.68852,12,1
More Than Miles,Brantley Gilbert,68,0.47,0.778,5,-5.992,1,0.037,0.0295,0.000225,0.354,0.448,152.005,252867,4,17.70398,11,1
Someone You Used To Know,Collin Raye,52,0.589,0.369,9,-11.477,1,0.0242,0.123,2.21E-06,0.114,0.295,98.997,225440,4,23.76194,11,1
I Will Not Bow,Breaking Benjamin,73,0.543,0.952,8,-3.65,1,0.0668,0.000192,7.80E-06,0.38,0.591,107.942,216733,4,35.69768,7,1
Because of You,Kelly Clarkson,76,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,219493,4,39.06201,9,1
"Where It's at, Yep Yep (Instrumental Version)",Justin Land,2,0.562,0.644,10,-10.283,1,0.0384,0.000295,0.721,0.33,0.729,158.005,207173,4,56.80376,6,1
Bad for You (feat. Nicki Minaj),Meek Mill,86,0.68,0.571,8,-7.054,1,0.222,0.378,0,0.103,0.0911,145.021,203573,4,27.16,13,1
Fireball (feat. John Ryan),Pitbull,81,0.69,0.937,10,-5.393,1,0.0642,0.0894,0.000104,0.0532,0.794,122.951,235012,4,48.05508,12,1
"Pop, Lock & Drop It",Huey,43,0.745,0.568,0,-8.332,1,0.164,0.000756,0,0.159,0.493,144.14,263240,4,22.80703,13,1
Love Crazy,Atlantic Starr,50,0.59,0.681,10,-9.642,0,0.11,0.00217,0.0197,0.064,0.846,188.186,286760,4,39.86902,13,1
I Saw You Dancing,Yaki-Da,23,0.474,0.634,2,-8.471,0,0.0514,0.185,0.000118,0.067,0.353,184.208,225627,4,68.70673,9,1
Burnin' Up,Jonas Brothers,62,0.667,0.954,2,-3.462,1,0.0817,0.0296,0,0.331,0.807,114,175093,4,25.44741,6,1
Secret Garden,Bruce Springsteen,75,0.525,0.285,0,-16.56,1,0.0266,0.494,0.0999,0.117,0.131,86.83,266600,4,23.01685,9,1
So What The Fuss,Stevie Wonder,77,0.842,0.66,8,-7.359,1,0.149,0.164,0,0.0514,0.93,87.977,305587,4,64.39867,14,1
Havana,Kenny G,64,0.404,0.316,0,-13.43,0,0.0334,0.796,0.816,0.113,0.281,114.278,442360,4,50.12808,17,1
In The End,Linkin Park,84,0.542,0.853,3,-6.407,0,0.0498,0.0103,0,0.108,0.37,105.256,216933,4,46.11525,7,1
When I Close My Eyes,Shanice,49,0.682,0.555,6,-6.349,1,0.0319,0.0225,0,0.0754,0.511,83.332,202227,4,33.98021,9,1
Stuntin' Like My Daddy - Street,Birdman,64,0.732,0.872,5,-6.816,0,0.0403,0.00932,0,0.179,0.818,160.015,267293,4,26.31764,16,1
Say You Wont Let Go,Ronald Emery,55,0.514,0.0282,11,-20.249,1,0.0693,0.995,0.95,0.111,0.244,96.015,230000,4,85.60312,10,1
Living in Danger,Ace of Base,63,0.669,0.931,11,-7.161,0,0.0488,0.000573,0.56,0.106,0.829,102.079,223227,4,29.63239,9,1
Dream On - 2007 Remastered Version,Depeche Mode,73,0.811,0.563,10,-9.452,0,0.0412,0.271,0.00158,0.132,0.631,127.986,260680,4,39.19379,13,1
Heartspark Dollarsign,Everclear,58,0.356,0.988,7,-5.186,1,0.149,0.00148,0.00071,0.0965,0.36,138.265,172173,4,96.21917,5,1
Kiss Tomorrow Goodbye,Luke Bryan,76,0.571,0.937,5,-3.467,0,0.0365,0.0064,0,0.316,0.584,115.013,203133,4,20.07123,8,1
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,72,0.858,0.697,2,-5.361,1,0.23,0.114,0,0.224,0.364,98.012,290836,4,38.04379,13,1
Ten Rounds with Jose Cuervo - Recall Mix,Tracy Byrd,57,0.681,0.864,2,-7.839,1,0.0347,0.00504,0,0.212,0.931,127.079,182453,4,60.49646,7,1
Slither,Velvet Revolver,56,0.478,0.974,7,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307,4,26.24508,13,1
"What I've Been Looking For (Reprise) - From ""High School Musical""/Soundtrack Version",Troy,60,0.553,0.265,9,-12.311,1,0.0397,0.894,0,0.161,0.288,109.291,79907,4,24.27959,4,1
No Air,Jordin Sparks,66,0.461,0.757,11,-5.01,1,0.212,0.0494,0,0.0603,0.333,159.997,264547,4,41.70043,13,1
Betcha Can't Do It Like Me,D4L,52,0.901,0.359,10,-8.198,0,0.248,0.00956,0,0.0752,0.219,149.019,220467,4,26.62713,12,1
do re mi,blackbear,80,0.742,0.599,8,-6.256,1,0.0465,0.00419,1.02E-05,0.126,0.154,110.977,212027,3,38.05014,7,1
My Side of the Bed,Susanna Hoffs,29,0.585,0.667,2,-7.23,1,0.0317,0.301,1.02E-05,0.0486,0.574,113.096,208360,4,42.69424,11,1
I Do Not Hook Up,Kelly Clarkson,76,0.502,0.938,9,-3.114,1,0.13,0.00098,0,0.318,0.35,144.077,200347,4,39.34273,6,1
What a Girl Wants,Christina Aguilera,78,0.754,0.819,0,-6.833,1,0.112,0.0684,0,0.345,0.818,142.137,215800,4,38.85368,9,1
Danger (with Migos & Marshmello),Migos,86,0.814,0.743,9,-2.968,1,0.159,0.152,0,0.163,0.367,107.996,214587,4,34.08103,8,1
Romeo & Juliet,Trippie Redd,87,0.609,0.37,0,-13.933,1,0.0712,0.664,0.086,0.328,0.352,119.806,208000,4,39.03315,9,1
Blasé (feat. Future & Rae Sremmurd),Ty Dolla $ign,88,0.897,0.642,2,-8.828,1,0.0534,0.0219,1.31E-06,0.159,0.291,127.984,285240,4,56.27973,10,1
"I’m So Hood (feat. T Pain, Trick Daddy & Rick Ross And Plies)",DJ Kahled,37,0.72,0.88,9,-3.18,0,0.0793,0.0189,0,0.246,0.518,130.98,255400,4,39.56049,12,1
Gangsta Girl,Big Tymers,51,0.846,0.627,8,-8.779,1,0.167,0.481,0,0.0825,0.902,152.03,258947,4,32.06627,14,1
Into You,Ariana Grande,100,0.623,0.734,9,-5.95,1,0.107,0.0162,1.90E-06,0.145,0.372,107.853,244453,4,37.83304,13,1
"Thunderclouds (with Sia, Diplo & Labrinth)",Sia,87,0.691,0.716,7,-5.985,1,0.0351,0.0085,9.06E-06,0.263,0.507,112.035,187027,4,37.71414,9,1
"Lover, Lover",Jerrod Niemann,60,0.879,0.567,7,-6.509,1,0.0586,0.184,0,0.622,0.948,112.472,193733,4,37.97578,9,1
Heal the World,Michael Jackson,84,0.534,0.485,9,-8.045,1,0.0467,0.537,1.79E-06,0.104,0.102,80.923,384307,4,24.4321,15,1
Love's Gonna Make It Alright,George Strait,72,0.71,0.86,4,-5.313,1,0.0311,0.238,0.000499,0.249,0.731,110.995,228893,4,44.57148,11,1
Honey Bee,Blake Shelton,72,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49E-06,0.121,0.723,205.57,210720,4,37.04044,9,1
Papers,Usher,80,0.802,0.556,1,-5.395,1,0.0418,0.0339,0,0.0958,0.158,120.047,261413,4,20.52582,16,1
Stronger Woman,Jewel,60,0.441,0.796,2,-4.049,1,0.051,0.185,1.19E-06,0.284,0.554,169.865,242693,4,24.23594,9,1
With You Tonight (Hasta El Amanecer),Nicky Jam,86,0.781,0.588,6,-5.348,0,0.0386,0.317,0,0.0983,0.564,93.979,208973,4,20.96354,10,1
Mary Did You Know - The Voice Performance,Jordan Smith,54,0.52,0.415,6,-4.961,0,0.0261,0.771,0,0.127,0.436,103.029,199760,4,42.85514,8,1
Questions,Chris Brown,88,0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,129478,4,43.76138,6,1
Somebody Told Me,The Killers,78,0.5,0.975,10,-3.176,0,0.0824,0.000123,0.000379,0.104,0.767,138.005,197160,4,21.18053,11,1
Chains,Tina Arena,48,0.684,0.464,0,-9.37,0,0.0298,0.267,0.00103,0.0994,0.55,92.132,262133,4,35.61336,12,1
Sneakin' Sally Through The Alley,Robert Palmer,59,0.64,0.679,4,-12.356,1,0.0302,0.424,0.00294,0.0878,0.965,99.296,265893,4,78.15164,10,1
Choose,Color Me Badd,51,0.58,0.858,6,-7.049,1,0.0313,0.277,0.0135,0.106,0.715,93.689,263907,4,41.18173,8,1
I See Your Smile,Gloria Estefan,64,0.403,0.457,9,-8.984,1,0.0272,0.237,0,0.185,0.231,79.187,274133,4,39.02486,14,1
Love's Gonna Make It Alright,George Strait,72,0.71,0.86,4,-5.313,1,0.0311,0.238,0.000499,0.249,0.731,110.995,228893,4,44.57148,11,1
Girls Dem Sugar,Beenie Man,60,0.603,0.782,2,-4.832,1,0.162,0.118,0,0.363,0.731,124.303,257893,5,43.91195,13,1
Avenues,Whiskeytown,45,0.408,0.189,2,-14.29,1,0.0374,0.547,0,0.494,0.523,143.25,151267,4,33.23757,8,1
Grillz - Dirty,Nelly,75,0.862,0.515,4,-7.305,0,0.266,0.0406,0,0.361,0.821,82.99,271160,4,26.96929,11,1
"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",Elton John,80,0.309,0.179,10,-17.077,1,0.0337,0.88,0.000346,0.117,0.167,121.498,241013,4,27.20548,12,1
Dreaming Of You,Selena,67,0.612,0.446,0,-10.879,0,0.0305,0.345,0.000108,0.0583,0.221,82.899,314867,4,37.97251,12,1
Human Wheels,John Mellencamp,65,0.58,0.914,6,-4.659,0,0.0369,0.00625,0.000172,0.297,0.927,149.714,334173,4,65.35663,11,1
One Call Away,Charlie Puth,81,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453,4,44.86857,8,1
That Kind of Girl,Jeff Woolsey,11,0.608,0.41,4,-11.642,1,0.031,0.678,0,0.134,0.933,156.898,156631,4,72.38455,6,1
Loving Is Easy,Rex Orange County,78,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,4,33.94138,9,1
Weak,SWV,59,0.693,0.533,2,-10.954,0,0.0402,0.107,0,0.0695,0.568,127.661,291907,4,35.3139,14,1
Redneck Yacht Club,Craig Morgan,60,0.49,0.817,8,-5.405,1,0.0355,0.455,0,0.0885,0.808,168.115,230373,4,47.17577,8,1
Mountains,Lonestar,60,0.458,0.767,3,-4.3,1,0.0481,0.196,0,0.0564,0.347,162.063,234400,4,26.5583,10,1
B R Right (feat. Ludacris),Trina,56,0.702,0.78,9,-5.379,1,0.168,0.0956,0,0.105,0.375,135.991,261987,4,22.27931,10,1
Two Is Better Than One,Boys Like Girls,61,0.521,0.702,0,-5.189,1,0.0331,0.189,0,0.0962,0.25,127.976,242840,4,22.62452,10,1
Forever,Chris Brown,88,0.672,0.819,11,-4.457,1,0.0463,0.0371,0.000184,0.203,0.446,120.013,278036,4,32.23819,10,1
Follow My Heartbeat,Engelbert Humperdinck,58,0.669,0.877,7,-5.712,0,0.0351,0.0551,2.70E-05,0.347,0.961,115.356,233147,4,49.12591,12,1
Ours,Taylor Swift,87,0.608,0.569,0,-7.227,1,0.0284,0.537,0,0.097,0.238,159.845,237920,4,33.34481,13,1
So What'Cha Want,Beastie Boys,69,0.767,0.933,5,-8.47,0,0.198,0.0805,5.84E-05,0.0818,0.798,85.49,217067,4,54.18923,9,1
Trippin Baby,Fetty Wap,76,0.846,0.578,1,-11.464,0,0.491,0.432,0.00281,0.335,0.706,149.018,181208,4,52.35925,9,1
Where’d You Go,A.K.A.,2,0.72,0.492,6,-7.105,0,0.0326,0.0919,0.884,0.172,0.366,105.019,110666,4,55.42922,5,1
